序号,采集时间,商品ID,商品名称,位置X,位置Y,位置Z,旋转X,旋转Y,旋转Z
636,2026-08-14 21:50:47.600,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.669560,327.150000,303.916000
637,2026-08-14 21:50:47.601,145,Qdi_caomei(Clone),-0.630000,1.160000,1.120000,300.228300,228.461900,305.617800
638,2026-08-14 21:50:47.655,145,Qdi_caomei(Clone),-0.640000,1.170000,1.120000,298.038800,221.311800,311.630500
639,2026-08-14 21:50:47.716,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.225200,303.094500,280.067200
640,2026-08-14 21:50:47.716,145,Qdi_caomei(Clone),-0.630000,1.170000,1.120000,299.744900,217.154700,313.448500
641,2026-08-14 21:50:47.772,145,Qdi_caomei(Clone),-0.630000,1.160000,1.120000,301.906100,214.519200,314.104500
642,2026-08-14 21:50:47.854,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.988960,300.468800,277.386200
643,2026-08-14 21:50:47.855,145,Qdi_caomei(Clone),-0.630000,1.170000,1.120000,301.051400,213.503900,315.963600
644,2026-08-14 21:50:47.916,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.756910,304.349000,281.000700
645,2026-08-14 21:50:47.917,145,Qdi_caomei(Clone),-0.630000,1.170000,1.120000,300.980000,215.035600,315.061900
646,2026-08-14 21:50:47.977,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.738240,319.102500,295.721500
647,2026-08-14 21:50:47.977,145,Qdi_caomei(Clone),-0.640000,1.120000,1.127304,320.238300,239.161800,294.882200
648,2026-08-14 21:50:48.041,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.547200,319.558100,296.171100
649,2026-08-14 21:50:48.041,145,Qdi_caomei(Clone),-0.640000,1.130000,1.120000,316.478700,241.926200,293.493800
650,2026-08-14 21:50:48.092,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.907220,23.329410,0.000000
651,2026-08-14 21:50:48.092,145,Qdi_caomei(Clone),-0.640000,1.120442,1.120000,311.136200,239.143600,298.160500
652,2026-08-14 21:50:48.148,145,Qdi_caomei(Clone),-0.640000,1.098411,1.120000,298.673400,218.323800,322.669600
653,2026-08-14 21:50:48.216,145,Qdi_caomei(Clone),-0.632426,1.082426,1.120000,293.286200,191.076000,351.129200
654,2026-08-14 21:50:48.280,145,Qdi_caomei(Clone),-0.616748,1.103139,1.120000,286.538000,108.829800,75.978720
655,2026-08-14 21:50:48.338,145,Qdi_caomei(Clone),-0.615918,1.104082,1.120000,286.858300,107.174700,77.603960
656,2026-08-14 21:50:48.405,145,Qdi_caomei(Clone),-0.610000,1.110000,1.120000,293.889800,90.611930,93.739910
657,2026-08-14 21:50:53.622,107,KeleP1 (2)(Clone),-0.100000,1.270000,-1.780000,359.917200,92.355820,358.577100
658,2026-08-14 21:50:53.740,107,KeleP1 (2)(Clone),-0.100000,1.270000,-1.780000,359.597600,92.438300,359.694600
659,2026-08-14 21:50:54.040,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,359.546600,92.232370,0.106412
660,2026-08-14 21:50:54.096,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,0.008234,92.403960,359.465900
661,2026-08-14 21:50:54.492,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.890000,355.733000,100.762100,276.809500
662,2026-08-14 21:50:54.492,107,KeleP1 (2)(Clone),-0.080000,1.260000,-1.780000,358.024000,82.230260,359.011300
663,2026-08-14 21:50:54.492,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,358.460700,92.658230,358.731700
664,2026-08-14 21:50:54.543,106,KeleP1 (1)(Clone),-0.100000,1.310000,-1.900000,353.079000,100.670200,266.218000
665,2026-08-14 21:50:54.543,107,KeleP1 (2)(Clone),-0.080000,1.270000,-1.790000,358.380700,81.772960,2.475263
666,2026-08-14 21:50:54.543,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,358.033700,92.439480,357.604800
667,2026-08-14 21:50:54.593,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,354.508200,99.981190,269.826600
668,2026-08-14 21:50:54.593,107,KeleP1 (2)(Clone),-0.080000,1.270000,-1.782716,358.003500,80.482800,3.283825
669,2026-08-14 21:50:54.657,107,KeleP1 (2)(Clone),-0.080000,1.270000,-1.780000,357.433000,79.565910,3.284350
670,2026-08-14 21:50:54.657,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,356.422900,91.740170,0.223098
671,2026-08-14 21:50:54.710,107,KeleP1 (2)(Clone),-0.080000,1.270000,-1.780000,356.473800,79.061600,3.152515
672,2026-08-14 21:50:54.763,107,KeleP1 (2)(Clone),-0.073866,1.270000,-1.775334,356.504700,79.606320,3.028467
673,2026-08-14 21:50:54.826,107,KeleP1 (2)(Clone),-0.070000,1.270000,-1.770000,356.795700,80.502300,3.411438
674,2026-08-14 21:50:54.888,107,KeleP1 (2)(Clone),-0.075874,1.292379,-1.739369,354.881700,81.319820,5.677909
675,2026-08-14 21:50:54.888,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,357.262200,91.529050,359.856800
676,2026-08-14 21:50:54.944,107,KeleP1 (2)(Clone),-0.070000,1.330683,-1.699317,350.561600,79.085180,8.376329
677,2026-08-14 21:50:54.995,107,KeleP1 (2)(Clone),-0.070000,1.343207,-1.686793,346.485500,75.608180,9.450897
678,2026-08-14 21:50:55.055,107,KeleP1 (2)(Clone),-0.070000,1.350000,-1.676946,345.184600,72.876970,9.910600
679,2026-08-14 21:50:55.115,107,KeleP1 (2)(Clone),-0.060000,1.350000,-1.670000,341.455200,64.920750,11.601150
680,2026-08-14 21:50:55.173,107,KeleP1 (2)(Clone),-0.052727,1.367273,-1.618180,335.513900,57.538240,14.797300
681,2026-08-14 21:50:55.226,107,KeleP1 (2)(Clone),-0.040000,1.407532,-1.578702,325.801000,46.446820,21.078930
682,2026-08-14 21:50:55.289,107,KeleP1 (2)(Clone),-0.040000,1.420000,-1.550000,320.311000,41.983720,22.965180
683,2026-08-14 21:50:55.345,107,KeleP1 (2)(Clone),-0.046201,1.426201,-1.534336,319.502400,40.840350,24.624510
684,2026-08-14 21:50:55.445,107,KeleP1 (2)(Clone),-0.069979,1.469553,-1.429878,320.369100,41.555000,32.539960
685,2026-08-14 21:50:55.564,107,KeleP1 (2)(Clone),-0.098428,1.498428,-1.355503,310.927700,38.537580,43.482290
686,2026-08-14 21:50:55.564,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,357.989000,91.767250,359.632800
687,2026-08-14 21:50:55.629,107,KeleP1 (2)(Clone),-0.103713,1.520000,-1.323712,308.506300,31.865650,53.601620
688,2026-08-14 21:50:55.681,107,KeleP1 (2)(Clone),-0.122302,1.512302,-1.285395,310.756500,32.988580,55.579730
689,2026-08-14 21:50:55.748,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,355.422700,100.095500,269.826000
690,2026-08-14 21:50:55.748,107,KeleP1 (2)(Clone),-0.150000,1.514399,-1.264399,315.455200,39.029740,55.180500
691,2026-08-14 21:50:55.799,107,KeleP1 (2)(Clone),-0.160000,1.510671,-1.249328,317.064400,41.459930,54.260300
692,2026-08-14 21:50:55.858,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,357.337700,100.176800,269.746500
693,2026-08-14 21:50:55.858,107,KeleP1 (2)(Clone),-0.190000,1.520000,-1.160000,319.040700,50.038800,52.886740
694,2026-08-14 21:50:55.911,107,KeleP1 (2)(Clone),-0.220000,1.520000,-1.090000,320.097800,58.398780,49.426120
695,2026-08-14 21:50:55.965,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,359.067700,100.228600,269.683600
696,2026-08-14 21:50:55.965,107,KeleP1 (2)(Clone),-0.224252,1.520000,-1.079370,320.168400,60.614360,48.782220
697,2026-08-14 21:50:56.027,107,KeleP1 (2)(Clone),-0.250000,1.526074,-1.020000,320.097400,63.772580,48.915040
698,2026-08-14 21:50:56.082,107,KeleP1 (2)(Clone),-0.260000,1.520000,-0.967406,320.581500,64.177350,50.996130
699,2026-08-14 21:50:56.082,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,359.271400,91.998120,359.109000
700,2026-08-14 21:50:56.132,107,KeleP1 (2)(Clone),-0.276079,1.526079,-0.910000,322.911300,65.534870,55.057910
701,2026-08-14 21:50:56.197,107,KeleP1 (2)(Clone),-0.280000,1.533741,-0.891296,323.215100,66.901040,55.629650
702,2026-08-14 21:50:56.197,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,0.303617,91.995730,359.458800
703,2026-08-14 21:50:56.251,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,357.637200,100.213000,269.786100
704,2026-08-14 21:50:56.251,107,KeleP1 (2)(Clone),-0.280000,1.540000,-0.820000,323.580400,72.546310,54.932890
705,2026-08-14 21:50:56.310,106,KeleP1 (1)(Clone),-0.100000,1.300000,-1.900000,354.874500,100.137100,270.051800
706,2026-08-14 21:50:56.310,107,KeleP1 (2)(Clone),-0.290000,1.530000,-0.749588,323.345700,78.606510,54.240540
707,2026-08-14 21:50:56.363,106,KeleP1 (1)(Clone),-0.110000,1.300000,-1.900000,349.234000,100.364700,269.653500
708,2026-08-14 21:50:56.363,107,KeleP1 (2)(Clone),-0.296107,1.541457,-0.690727,323.090800,86.016220,52.102420
709,2026-08-14 21:50:56.435,106,KeleP1 (1)(Clone),-0.110000,1.300000,-1.900000,347.607000,100.293000,269.637300
710,2026-08-14 21:50:56.435,107,KeleP1 (2)(Clone),-0.290000,1.540000,-0.620000,324.421700,90.799290,50.288970
711,2026-08-14 21:50:56.484,107,KeleP1 (2)(Clone),-0.298875,1.540000,-0.557875,324.116600,95.882680,47.652070
712,2026-08-14 21:50:56.554,106,KeleP1 (1)(Clone),-0.110000,1.300000,-1.900000,348.911600,100.255600,269.621800
713,2026-08-14 21:50:56.554,107,KeleP1 (2)(Clone),-0.300000,1.530000,-0.487745,322.511200,100.761800,45.999980
714,2026-08-14 21:50:56.554,108,KeleP1 (3)(Clone),-0.210000,1.270000,-1.860000,359.227700,91.999050,359.314300
715,2026-08-14 21:50:56.609,106,KeleP1 (1)(Clone),-0.110000,1.300000,-1.900000,350.402300,100.203600,269.781900
716,2026-08-14 21:50:56.610,107,KeleP1 (2)(Clone),-0.300000,1.536470,-0.460000,323.190800,102.315000,45.741570
717,2026-08-14 21:50:56.671,106,KeleP1 (1)(Clone),-0.106232,1.300000,-1.900000,351.802600,100.224400,269.959000
718,2026-08-14 21:50:56.671,107,KeleP1 (2)(Clone),-0.300000,1.540000,-0.450000,324.194600,102.466600,46.436690
719,2026-08-14 21:50:56.739,107,KeleP1 (2)(Clone),-0.300000,1.540000,-0.398948,323.806100,104.689200,48.789060
720,2026-08-14 21:50:56.791,107,KeleP1 (2)(Clone),-0.290000,1.534645,-0.364645,322.129400,109.406900,48.554270
721,2026-08-14 21:50:56.851,107,KeleP1 (2)(Clone),-0.290000,1.530000,-0.350000,320.696700,111.082500,49.077350
722,2026-08-14 21:50:56.905,107,KeleP1 (2)(Clone),-0.302896,1.520000,-0.310000,319.031400,125.054700,46.429580
723,2026-08-14 21:50:56.955,107,KeleP1 (2)(Clone),-0.310000,1.520000,-0.291414,319.010700,123.359100,51.117420
724,2026-08-14 21:50:57.017,107,KeleP1 (2)(Clone),-0.300000,1.530000,-0.280000,319.204800,121.461300,54.218250
725,2026-08-14 21:50:57.070,107,KeleP1 (2)(Clone),-0.320000,1.504858,-0.229716,318.252900,126.262500,52.951900
726,2026-08-14 21:50:57.122,107,KeleP1 (2)(Clone),-0.320000,1.500000,-0.220000,319.542700,127.303500,53.293780
727,2026-08-14 21:50:57.188,107,KeleP1 (2)(Clone),-0.320000,1.510000,-0.210000,319.773300,133.525800,49.537630
728,2026-08-14 21:50:57.252,107,KeleP1 (2)(Clone),-0.320594,1.510000,-0.200000,319.441300,137.968600,47.641470
729,2026-08-14 21:50:57.321,107,KeleP1 (2)(Clone),-0.340000,1.510000,-0.160000,317.297600,146.453600,46.143580
730,2026-08-14 21:50:57.387,107,KeleP1 (2)(Clone),-0.340000,1.520000,-0.149614,315.146500,143.224300,52.487830
731,2026-08-14 21:50:57.438,107,KeleP1 (2)(Clone),-0.340000,1.520000,-0.140000,316.261900,145.598600,50.689620
732,2026-08-14 21:50:57.511,107,KeleP1 (2)(Clone),-0.330000,1.520000,-0.117105,316.707800,153.401900,46.114970
733,2026-08-14 21:50:57.567,107,KeleP1 (2)(Clone),-0.330000,1.520000,-0.089093,314.818000,156.986500,45.832720
734,2026-08-14 21:50:57.619,107,KeleP1 (2)(Clone),-0.330000,1.520000,-0.070000,313.647900,157.437300,47.888650
735,2026-08-14 21:50:57.675,107,KeleP1 (2)(Clone),-0.320000,1.520000,-0.040000,316.044700,161.252200,45.609800
736,2026-08-14 21:50:57.742,107,KeleP1 (2)(Clone),-0.320000,1.510000,-0.025441,317.514500,161.918400,44.574420
737,2026-08-14 21:50:57.801,107,KeleP1 (2)(Clone),-0.310000,1.500000,0.035917,316.516300,164.776800,45.417170
738,2026-08-14 21:50:57.925,107,KeleP1 (2)(Clone),-0.310000,1.500000,0.074072,317.291600,163.000000,46.230560
739,2026-08-14 21:50:57.992,107,KeleP1 (2)(Clone),-0.300000,1.510000,0.143001,318.347100,162.101700,48.916260
740,2026-08-14 21:50:58.043,107,KeleP1 (2)(Clone),-0.300000,1.519421,0.150000,316.131300,161.962600,50.325780
741,2026-08-14 21:50:58.104,107,KeleP1 (2)(Clone),-0.310000,1.510630,0.169678,317.985000,165.448500,43.935160
742,2026-08-14 21:50:58.177,107,KeleP1 (2)(Clone),-0.306265,1.510000,0.233735,317.433100,166.369400,42.312940
743,2026-08-14 21:50:58.240,107,KeleP1 (2)(Clone),-0.310000,1.510000,0.230000,316.081400,167.049000,39.864790
744,2026-08-14 21:50:58.309,107,KeleP1 (2)(Clone),-0.310000,1.509030,0.249030,318.544300,166.660900,41.061840
745,2026-08-14 21:50:58.369,107,KeleP1 (2)(Clone),-0.320000,1.480000,0.308039,318.396600,163.974100,44.843830
746,2026-08-14 21:50:58.420,107,KeleP1 (2)(Clone),-0.328736,1.503392,0.300000,318.812000,161.936100,46.516480
747,2026-08-14 21:50:58.524,107,KeleP1 (2)(Clone),-0.350000,1.473852,0.376148,317.929600,165.377900,44.550860
748,2026-08-14 21:50:58.575,107,KeleP1 (2)(Clone),-0.350579,1.470579,0.381158,320.288900,164.790600,44.383930
749,2026-08-14 21:50:58.644,107,KeleP1 (2)(Clone),-0.370000,1.480000,0.420000,319.428000,166.009200,44.460940
750,2026-08-14 21:50:58.705,107,KeleP1 (2)(Clone),-0.373862,1.480000,0.439769,316.829900,168.823300,42.028280
751,2026-08-14 21:50:58.817,107,KeleP1 (2)(Clone),-0.380000,1.460000,0.479271,317.491600,171.993700,40.829370
752,2026-08-14 21:50:58.873,107,KeleP1 (2)(Clone),-0.400000,1.461653,0.520000,313.558700,171.469900,42.499600
753,2026-08-14 21:50:58.928,107,KeleP1 (2)(Clone),-0.400000,1.480000,0.529603,313.575000,169.771700,43.995000
754,2026-08-14 21:50:58.991,107,KeleP1 (2)(Clone),-0.410000,1.470000,0.543862,314.623500,172.319100,42.675350
755,2026-08-14 21:50:59.044,107,KeleP1 (2)(Clone),-0.414441,1.470000,0.584441,313.844200,172.535900,44.504230
756,2026-08-14 21:50:59.095,107,KeleP1 (2)(Clone),-0.420000,1.471835,0.590000,312.467400,168.775700,47.393290
757,2026-08-14 21:50:59.164,107,KeleP1 (2)(Clone),-0.420000,1.470000,0.610000,312.766300,171.017300,46.156660
758,2026-08-14 21:50:59.220,107,KeleP1 (2)(Clone),-0.430000,1.450421,0.642583,311.732100,173.683000,42.927400
759,2026-08-14 21:50:59.284,107,KeleP1 (2)(Clone),-0.430000,1.450000,0.674535,310.781400,170.978400,45.165680
760,2026-08-14 21:50:59.347,107,KeleP1 (2)(Clone),-0.440000,1.450000,0.700000,310.594800,167.334400,47.716830
761,2026-08-14 21:50:59.414,107,KeleP1 (2)(Clone),-0.440000,1.460000,0.700000,312.396400,163.669900,50.016140
762,2026-08-14 21:50:59.463,107,KeleP1 (2)(Clone),-0.458812,1.440381,0.740295,312.138300,169.653000,40.981880
763,2026-08-14 21:50:59.526,107,KeleP1 (2)(Clone),-0.469934,1.439998,0.759869,309.179700,168.147900,44.253730
764,2026-08-14 21:50:59.597,107,KeleP1 (2)(Clone),-0.485359,1.424641,0.795359,306.322500,171.059700,41.808800
765,2026-08-14 21:50:59.667,107,KeleP1 (2)(Clone),-0.506231,1.417537,0.828694,302.735100,175.460300,38.165290
766,2026-08-14 21:50:59.726,107,KeleP1 (2)(Clone),-0.520446,1.380457,0.860000,298.642200,204.499300,10.868930
767,2026-08-14 21:50:59.781,107,KeleP1 (2)(Clone),-0.530000,1.390000,0.864371,298.178400,205.642700,10.093100
768,2026-08-14 21:50:59.844,107,KeleP1 (2)(Clone),-0.570797,1.364602,0.916195,297.451900,208.851900,6.262661
769,2026-08-14 21:50:59.896,107,KeleP1 (2)(Clone),-0.591847,1.340000,0.951847,297.513200,215.569100,1.431839
770,2026-08-14 21:50:59.965,107,KeleP1 (2)(Clone),-0.600000,1.356963,0.943037,293.967700,224.627500,354.647900
771,2026-08-14 21:51:00.018,107,KeleP1 (2)(Clone),-0.620000,1.354391,0.965609,293.108600,215.789800,3.088767
772,2026-08-14 21:51:00.083,107,KeleP1 (2)(Clone),-0.630000,1.330820,0.980000,295.830100,221.390200,358.229000
773,2026-08-14 21:51:00.147,107,KeleP1 (2)(Clone),-0.653929,1.293929,1.030000,300.559000,237.902800,339.492200
774,2026-08-14 21:51:00.199,107,KeleP1 (2)(Clone),-0.650000,1.284154,1.030000,304.028400,243.317400,332.566700
775,2026-08-14 21:51:00.249,107,KeleP1 (2)(Clone),-0.650000,1.290000,1.038026,304.654000,240.908200,334.601700
776,2026-08-14 21:51:00.318,107,KeleP1 (2)(Clone),-0.656966,1.290000,1.053932,304.979200,240.019200,335.375800
777,2026-08-14 21:51:00.382,107,KeleP1 (2)(Clone),-0.680000,1.218001,1.126000,307.894500,247.087200,329.338500
778,2026-08-14 21:51:00.453,107,KeleP1 (2)(Clone),-0.670000,1.246676,1.110000,308.205100,250.188600,324.394800
779,2026-08-14 21:51:00.514,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.541580,142.598300,119.135400
780,2026-08-14 21:51:00.514,107,KeleP1 (2)(Clone),-0.680000,1.250000,1.119901,311.022300,255.008300,318.475000
781,2026-08-14 21:51:00.577,107,KeleP1 (2)(Clone),-0.680000,1.225559,1.140000,315.630200,257.535400,314.700500
782,2026-08-14 21:51:00.634,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.756910,258.998800,235.650700
783,2026-08-14 21:51:00.634,107,KeleP1 (2)(Clone),-0.701169,1.200000,1.171168,313.152600,259.360700,310.583000
784,2026-08-14 21:51:00.634,145,Qdi_caomei(Clone),-0.610000,1.110000,1.120000,293.244300,90.762590,94.156400
785,2026-08-14 21:51:00.691,107,KeleP1 (2)(Clone),-0.700000,1.191638,1.178362,313.651200,265.644800,304.651600
786,2026-08-14 21:51:00.741,107,KeleP1 (2)(Clone),-0.700000,1.200944,1.169056,313.511000,264.342500,305.882900
787,2026-08-14 21:51:00.792,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.160000,312.705100,265.112900,304.310900
788,2026-08-14 21:51:00.851,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.160000,312.920700,268.578000,302.329900
789,2026-08-14 21:51:00.901,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.167552,312.747700,271.256200,301.928600
790,2026-08-14 21:51:00.959,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.170000,312.694400,272.126300,301.795800
791,2026-08-14 21:51:01.023,107,KeleP1 (2)(Clone),-0.692853,1.220000,1.180000,314.104300,270.957100,304.825300
792,2026-08-14 21:51:01.091,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.190000,312.270900,271.842200,305.854600
793,2026-08-14 21:51:01.154,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.190000,311.181900,272.886300,305.368200
794,2026-08-14 21:51:01.211,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.190000,311.192000,273.048200,304.521400
795,2026-08-14 21:51:01.274,107,KeleP1 (2)(Clone),-0.700000,1.220000,1.190000,312.267300,270.611000,304.366600
796,2026-08-14 21:51:01.344,107,KeleP1 (2)(Clone),-0.690000,1.220000,1.190000,314.224100,267.421500,303.776900
797,2026-08-14 21:51:01.396,107,KeleP1 (2)(Clone),-0.690000,1.220000,1.190000,314.138900,266.344200,304.736900
798,2026-08-14 21:51:01.457,107,KeleP1 (2)(Clone),-0.690000,1.214624,1.190000,314.556500,267.269300,304.778300
799,2026-08-14 21:51:01.506,107,KeleP1 (2)(Clone),-0.690000,1.210001,1.190000,315.527200,272.066300,302.123000
800,2026-08-14 21:51:01.561,107,KeleP1 (2)(Clone),-0.690000,1.210000,1.190000,316.079800,272.869100,302.051400
801,2026-08-14 21:51:01.627,107,KeleP1 (2)(Clone),-0.680000,1.210000,1.190000,317.930700,270.430200,303.841600
802,2026-08-14 21:51:01.677,107,KeleP1 (2)(Clone),-0.680000,1.200000,1.190000,319.913300,266.128100,306.013900
803,2026-08-14 21:51:01.840,107,KeleP1 (2)(Clone),-0.672909,1.200000,1.187740,320.785900,266.510700,305.141000
804,2026-08-14 21:51:01.905,107,KeleP1 (2)(Clone),-0.670000,1.200000,1.180141,323.667300,262.167000,305.402400
805,2026-08-14 21:51:02.027,107,KeleP1 (2)(Clone),-0.670000,1.200000,1.180000,323.329300,262.040300,307.780100
806,2026-08-14 21:51:02.080,107,KeleP1 (2)(Clone),-0.670000,1.200000,1.180000,323.623200,260.859300,306.057400
807,2026-08-14 21:51:02.132,107,KeleP1 (2)(Clone),-0.674074,1.200000,1.170000,324.603000,258.783600,303.201100
808,2026-08-14 21:51:02.182,107,KeleP1 (2)(Clone),-0.680000,1.200000,1.161530,324.679700,255.866600,302.882300
809,2026-08-14 21:51:02.297,107,KeleP1 (2)(Clone),-0.679863,1.200000,1.160000,324.543400,254.279600,303.542600
810,2026-08-14 21:51:02.353,107,KeleP1 (2)(Clone),-0.670000,1.200000,1.160000,326.812500,252.975400,302.156500
811,2026-08-14 21:51:02.412,107,KeleP1 (2)(Clone),-0.670000,1.200000,1.152016,328.264200,252.040000,301.252100
812,2026-08-14 21:51:02.465,107,KeleP1 (2)(Clone),-0.670000,1.191334,1.159615,328.808300,249.023900,303.305800
813,2026-08-14 21:51:02.529,107,KeleP1 (2)(Clone),-0.670000,1.190000,1.160000,327.963700,250.440400,302.594300
814,2026-08-14 21:51:02.579,107,KeleP1 (2)(Clone),-0.670000,1.190000,1.150530,328.575700,250.021900,300.945600
815,2026-08-14 21:51:02.633,107,KeleP1 (2)(Clone),-0.674699,1.173554,1.159397,322.952900,246.702500,301.571400
816,2026-08-14 21:51:02.700,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.709930,299.413600,276.011100
817,2026-08-14 21:51:02.700,107,KeleP1 (2)(Clone),-0.687032,1.130388,1.184064,315.632000,231.716200,312.098200
818,2026-08-14 21:51:02.700,145,Qdi_caomei(Clone),-0.610000,1.110000,1.120000,292.165000,92.931440,91.442150
819,2026-08-14 21:51:02.763,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.343890,322.547800,299.094500
820,2026-08-14 21:51:02.763,107,KeleP1 (2)(Clone),-0.690000,1.128352,1.188352,316.138500,264.455200,272.200300
821,2026-08-14 21:51:02.763,145,Qdi_caomei(Clone),-0.610000,1.100484,1.120000,288.535600,101.804900,82.247490
822,2026-08-14 21:51:02.832,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.266980,324.310200,300.847000
823,2026-08-14 21:51:02.832,107,KeleP1 (2)(Clone),-0.690000,1.130000,1.190000,316.481100,266.996000,268.259100
824,2026-08-14 21:51:02.901,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.867300,133.946500,110.483600
825,2026-08-14 21:51:02.901,107,KeleP1 (2)(Clone),-0.690000,1.130000,1.183889,313.344700,266.077100,271.371300
826,2026-08-14 21:51:02.901,145,Qdi_caomei(Clone),-0.610000,1.100000,1.120000,286.202700,110.962900,73.564120
827,2026-08-14 21:51:09.607,205,YeZiZhi (2)(Clone),-0.100000,0.890000,-1.810000,358.249600,359.801500,0.058552
828,2026-08-14 21:51:09.728,205,YeZiZhi (2)(Clone),-0.100000,0.899095,-1.810000,352.245000,359.350400,353.477700
829,2026-08-14 21:51:09.789,205,YeZiZhi (2)(Clone),-0.090000,0.900000,-1.810000,346.972300,1.282475,346.540300
830,2026-08-14 21:51:09.849,205,YeZiZhi (2)(Clone),-0.090000,0.910000,-1.820000,336.435200,7.997142,329.622200
831,2026-08-14 21:51:09.907,150,Qdi_zhenzi (1)(Clone),0.100000,0.890000,-1.950000,359.445000,359.925000,359.129100
832,2026-08-14 21:51:09.907,203,YeZiZhi(Clone),-0.210000,0.890000,-1.810000,359.288000,359.759900,0.397531
833,2026-08-14 21:51:09.907,205,YeZiZhi (2)(Clone),-0.090000,0.910000,-1.820000,333.317700,7.323913,327.469600
834,2026-08-14 21:51:09.960,203,YeZiZhi(Clone),-0.210000,0.890000,-1.810000,358.919300,0.563777,1.363430
835,2026-08-14 21:51:09.960,205,YeZiZhi (2)(Clone),-0.090000,0.910000,-1.820000,328.657700,7.490694,327.305700
836,2026-08-14 21:51:10.012,150,Qdi_zhenzi (1)(Clone),0.100000,0.890000,-1.950000,359.920600,359.762400,359.921000
837,2026-08-14 21:51:10.012,203,YeZiZhi(Clone),-0.210000,0.890000,-1.810000,357.721200,1.893847,2.719236
838,2026-08-14 21:51:10.012,205,YeZiZhi (2)(Clone),-0.087176,0.920000,-1.820000,326.348100,18.938690,320.888700
839,2026-08-14 21:51:10.012,206,YeZiZhi (3)(Clone),-0.100000,0.890000,-1.930000,359.127900,0.189202,0.484092
840,2026-08-14 21:51:10.074,203,YeZiZhi(Clone),-0.210000,0.890000,-1.810000,356.272900,2.659616,3.227592
841,2026-08-14 21:51:10.074,205,YeZiZhi (2)(Clone),-0.075333,0.920000,-1.815333,329.027300,32.036300,313.138800
842,2026-08-14 21:51:10.128,203,YeZiZhi(Clone),-0.210000,0.897631,-1.810000,351.224500,3.100202,5.255908
843,2026-08-14 21:51:10.128,205,YeZiZhi (2)(Clone),-0.052369,0.920000,-1.810000,342.891800,62.659940,291.645000
844,2026-08-14 21:51:10.128,206,YeZiZhi (3)(Clone),-0.100000,0.890000,-1.930000,359.604000,359.920800,-0.003873
845,2026-08-14 21:51:10.178,203,YeZiZhi(Clone),-0.208442,0.900000,-1.810000,347.486500,6.671480,6.845811
846,2026-08-14 21:51:10.178,205,YeZiZhi (2)(Clone),-0.040000,0.930000,-1.821558,359.207600,77.250760,272.199000
847,2026-08-14 21:51:10.241,203,YeZiZhi(Clone),-0.200000,0.900000,-1.820000,344.050200,12.588090,7.637517
848,2026-08-14 21:51:10.241,204,YeZiZhi (1)(Clone),-0.210000,0.890000,-1.930000,359.463000,359.609300,0.540630
849,2026-08-14 21:51:10.241,205,YeZiZhi (2)(Clone),-0.040000,0.930000,-1.830000,358.387400,76.748880,269.871100
850,2026-08-14 21:51:10.297,203,YeZiZhi(Clone),-0.200000,0.900000,-1.820000,342.057800,17.402040,7.775834
851,2026-08-14 21:51:10.359,203,YeZiZhi(Clone),-0.200000,0.900000,-1.820000,341.797900,19.197100,7.760271
