序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
1512,2026-08-29 17:31:34.132,1787995894132.680,32920.008,29049,9,10459,1787995956394.730,1787995894096.260,36.422,-0.654851,1.573866,-2.123410,359.872803,355.832458,354.798279,-0.190218,1.731342,-1.212248,359.872803,354.904572,354.798279,true,Ready,62298.475,3.656,2004.6,1.871,32,-0.000541896035,0.0363733955,0.0453881957,-0.9983069,-0.000909408554,0.0444559455,0.04538233,-0.99797976,29608.406631582,,,29608.461993843,1787995956450.100,55.362,,6755,Update,false,true,,,,,,,,,,,,,,
1513,2026-08-29 17:31:34.155,1787995894154.600,32941.923,29050,9,10463,1787995956423.280,1787995894124.810,29.789,-0.658902,1.575408,-2.117471,358.820984,357.167816,354.296356,-0.194365,1.732883,-1.206376,358.820984,356.239899,354.296356,true,Ready,62298.475,3.656,2026.5,1.871,32,0.009043338,0.0251929015,0.0499892756,-0.9983911,0.008638253,0.0332765,0.050060872,-0.9981545,29608.435179346,,,29608.489836996,1787995956477.940,54.658,,6757,Update,false,true,,,,,,,,,,,,,,
1514,2026-08-29 17:31:34.173,1787995894173.210,32960.539,29051,9,10465,1787995956436.540,1787995894138.060,35.148,-0.660772,1.575612,-2.114297,358.494843,357.562378,354.380402,-0.196286,1.733088,-1.203232,358.494843,356.634460,354.380402,true,Ready,62298.475,3.656,2045.1,1.871,32,0.012073243,0.0218869373,0.04928428,-0.998472035,0.0116737708,0.0299713016,0.0493804328,-0.9982623,29608.448435284,,,29608.503759323,1787995956491.860,55.324,,6758,Update,false,true,,,,,,,,,,,,,,
1515,2026-08-29 17:31:34.194,1787995894195.130,32982.461,29052,9,10467,1787995956459.670,1787995894161.200,33.936,-0.662593,1.575912,-2.110816,358.159729,357.657227,354.748047,-0.198163,1.733388,-1.199782,358.159729,356.729340,354.748047,true,Ready,62298.475,3.656,2067.1,1.871,32,0.0151021127,0.0211545676,0.0461282358,-0.9985973,0.0147280972,0.0292399526,0.0462490171,-0.9983934,29608.471570651,,,29608.517684424,1787995956505.790,46.114,,6759,Update,false,true,,,,,,,,,,,,,,
1516,2026-08-29 17:31:34.211,1787995894211.620,32998.947,29053,9,10471,1787995956479.040,1787995894180.570,31.052,-0.666256,1.576899,-2.103745,357.372314,358.243591,354.957428,-0.201940,1.734375,-1.192771,357.372314,357.315674,354.957428,true,Ready,62298.475,3.656,2083.6,1.871,32,0.0222299583,0.0163166318,0.044325,-0.9986366,0.0218703132,0.0244025,0.04450356,-0.998471856,29608.490939299,,,29608.545525146,1787995956533.630,54.586,,6761,Update,false,true,,,,,,,,,,,,,,
1517,2026-08-29 17:31:34.245,1787995894245.510,33032.835,29055,9,10477,1787995956520.760,1787995894222.290,23.218,-0.670333,1.576097,-2.092420,356.804535,358.904724,355.041168,-0.206200,1.733572,-1.181513,356.804535,357.976837,355.041168,true,Ready,62298.475,3.656,2117.4,1.871,32,0.0274413861,0.0107512921,0.0435077921,-0.9986183,0.0270881876,0.0188372135,0.04372858,-0.9984987,29608.532662845,,,29608.587292126,1787995956575.390,54.629,,6764,Update,false,true,,,,,,,,,,,,,,
1518,2026-08-29 17:31:34.264,1787995894263.870,33051.192,29056,9,10479,1787995956534.180,1787995894235.700,28.161,-0.671466,1.575309,-2.088180,356.831024,359.019531,355.289825,-0.207402,1.732784,-1.177292,356.831024,358.091614,355.289825,true,Ready,62298.475,3.656,2135.8,1.871,32,0.0272752289,0.00968188047,0.04131154,-0.9987271,0.02693982,0.01776874,0.0415310524,-0.9986161,29608.546076023,,,29608.601212648,1787995956589.320,55.137,,6765,Update,false,true,,,,,,,,,,,,,,
1519,2026-08-29 17:31:34.280,1787995894280.540,33067.868,29057,9,10481,1787995956548.580,1787995894250.110,30.431,-0.672549,1.574399,-2.083787,356.992859,359.024811,355.729675,-0.208556,1.731875,-1.172917,356.992859,358.096893,355.729675,true,Ready,62298.475,3.656,2152.5,1.871,32,0.0259032212,0.0094788745,0.0374659747,-0.9989172,0.0255989973,0.0175673068,0.0376745,-0.998807847,29608.560493056,,,29608.615138336,1787995956603.230,54.645,,6766,Update,false,true,,,,,,,,,,,,,,
1520,2026-08-29 17:31:34.295,1787995894296.210,33083.535,29058,9,10483,1787995956562.530,1787995894264.050,32.154,-0.673530,1.573287,-2.079252,357.288391,358.863922,356.256927,-0.209609,1.730762,-1.168399,357.288391,357.936005,356.256927,true,Ready,62298.475,3.656,2168.1,1.871,32,0.0233236961,0.0106787235,0.0328823179,-0.99913,0.02305667,0.0187687576,0.0330701061,-0.9990109,29608.574427276,,,29608.629061234,1787995956617.160,54.634,,6767,Update,false,true,,,,,,,,,,,,,,
1521,2026-08-29 17:31:34.314,1787995894314.610,33101.933,29059,9,10485,1787995956576.020,1787995894277.550,37.060,-0.674525,1.571980,-2.074507,357.687958,358.670441,356.762604,-0.210681,1.729456,-1.163670,357.687958,357.742554,356.762604,true,Ready,62298.475,3.656,2186.5,1.871,32,0.0198378749,0.0121651366,0.0284742154,-0.9993236,0.0196066573,0.0202566981,0.0286339223,-0.9991925,29608.587918996,,,29608.642983585,1787995956631.090,55.065,,6768,Update,false,true,,,,,,,,,,,,,,
1522,2026-08-29 17:31:34.333,1787995894333.010,33120.335,29060,9,10489,1787995956604.330,1787995894305.860,27.151,-0.675905,1.569092,-2.064250,358.541870,358.272766,357.406372,-0.212227,1.726568,-1.153437,358.541870,357.344879,357.406372,true,Ready,62298.475,3.656,2204.9,1.871,32,0.0123783667,0.0153551409,0.02281911,-0.9995451,0.0121931843,0.0234484076,0.0229185969,-0.9993881,29608.616228426,,,29608.670826746,1787995956658.930,54.598,,6770,Update,false,true,,,,,,,,,,,,,,
1523,2026-08-29 17:31:34.351,1787995894351.900,33139.224,29061,9,10491,1787995956618.260,1787995894319.780,32.113,-0.676073,1.568064,-2.058600,358.926086,358.110718,357.550201,-0.212487,1.725540,-1.147790,358.926086,357.182800,357.550201,true,Ready,62298.475,3.656,2223.8,1.871,32,0.009015808,0.0166821778,0.02152753,-0.9995885,0.008841196,0.0247757137,0.0215998329,-0.999420762,29608.630155407,,,29608.684750308,1787995956672.850,54.595,,6771,Update,false,true,,,,,,,,,,,,,,
1524,2026-08-29 17:31:34.367,1787995894367.410,33154.735,29062,9,10493,1787995956631.480,1787995894333.010,34.398,-0.675959,1.567648,-2.052703,359.118896,357.954773,357.663086,-0.212469,1.725124,-1.141893,359.118896,357.026855,357.663086,true,Ready,62298.475,3.656,2239.3,1.871,32,0.00732226577,0.0179995671,0.0205254667,-0.9996005,0.007155822,0.0260932148,0.020584086,-0.999422133,29608.643382283,,,29608.698672373,1787995956686.770,55.290,,6772,Update,false,true,,,,,,,,,,,,,,
1525,2026-08-29 17:31:34.384,1787995894384.610,33171.938,29063,9,10497,1787995956659.970,1787995894361.500,23.113,-0.675090,1.567796,-2.040107,358.899231,357.788788,357.600830,-0.211803,1.725272,-1.129284,358.899231,356.860870,357.600830,true,Ready,62298.475,3.656,2256.5,1.871,32,0.009198117,0.0194913149,0.021115521,-0.99954474,0.009026835,0.0275844634,0.0211893134,-0.999354243,29608.671870775,,,29608.726517311,1787995956714.620,54.647,,6774,Update,false,true,,,,,,,,,,,,,,
1526,2026-08-29 17:31:34.428,1787995894428.450,33215.779,29065,9,10503,1787995956701.710,1787995894403.230,25.218,-0.672033,1.565741,-2.020565,358.224731,357.638580,357.136444,-0.209063,1.723217,-1.109695,358.224762,356.710663,357.136444,true,Ready,62298.475,3.656,2300.4,1.871,32,0.01496845,0.0209840238,0.0252974946,-0.9993476,0.0147631159,0.0290755033,0.0254178774,-0.99914515,29608.713605727,,,29608.768286313,1787995956756.390,54.681,,6777,Update,false,true,,,,,,,,,,,,,,
1527,2026-08-29 17:31:34.443,1787995894443.710,33231.037,29066,9,10505,1787995956715.460,1787995894416.980,26.726,-0.670657,1.564607,-2.013667,358.073639,357.642548,356.936707,-0.207799,1.722083,-1.102776,358.073639,356.714630,356.936707,true,Ready,62298.475,3.656,2315.6,1.871,32,0.0162505042,0.0210102573,0.02706533,-0.999280751,0.0160308145,0.029101193,0.0271960348,-0.999078,29608.727356927,,,29608.782208320,1787995956770.310,54.851,,6778,Update,false,true,,,,,,,,,,,,,,
1528,2026-08-29 17:31:34.480,1787995894480.080,33267.407,29068,9,10507,1787995956737.870,1787995894439.400,40.685,-0.668947,1.563065,-2.006594,357.977264,357.752197,356.711853,-0.206204,1.720541,-1.095676,357.977264,356.824280,356.711853,true,Ready,62298.475,3.656,2352.0,1.871,32,0.0170774926,0.0201097727,0.0290266741,-0.999230444,0.016841894,0.0282002985,0.0291640088,-0.999035,29608.749767971,,,29608.796129444,1787995956784.230,46.361,,6779,Update,false,true,,,,,,,,,,,,,,
1529,2026-08-29 17:31:34.498,1787995894497.940,33285.266,29069,9,10511,1787995956757.670,1787995894459.190,38.746,-0.665309,1.559917,-1.992394,357.923279,357.878113,356.480652,-0.202797,1.717393,-1.081419,357.923279,356.950195,356.480652,true,Ready,62298.475,3.656,2369.9,1.871,32,0.0175417159,0.0190605745,0.0310324617,-0.999182642,0.0172898583,0.02715081,0.0311734937,-0.998995662,29608.769565056,,,29608.823975672,1787995956812.080,54.411,,6781,Update,false,true,,,,,,,,,,,,,,
1530,2026-08-29 17:31:34.513,1787995894513.690,33301.017,29070,9,10515,1787995956785.810,1787995894487.340,26.355,-0.660625,1.555631,-1.977641,358.134003,358.076996,356.421387,-0.198352,1.713107,-1.066592,358.134003,357.149078,356.421387,true,Ready,62298.475,3.656,2385.6,1.871,32,0.015749149,0.0172784626,0.0314889029,-0.9992307,0.0154936546,0.0253691673,0.0316154025,-0.9990581,29608.797706986,,,29608.851818736,1787995956839.920,54.112,,6783,Update,false,true,,,,,,,,,,,,,,
1531,2026-08-29 17:31:34.531,1787995894530.460,33317.791,29071,9,10517,1787995956799.310,1787995894500.840,29.628,-0.658258,1.553321,-1.970205,358.336853,358.159790,356.439972,-0.196106,1.710796,-1.059119,358.336853,357.231903,356.439972,true,Ready,62298.475,3.656,2402.4,1.871,32,0.0140054487,0.0164993629,0.0312877558,-0.9992761,0.01375164,0.0245904624,0.0314001441,-0.9991099,29608.811207977,,,29608.865740551,1787995956853.840,54.533,,6784,Update,false,true,,,,,,,,,,,,,,
1532,2026-08-29 17:31:34.548,1787995894549.060,33336.387,29072,9,10519,1787995956812.900,1787995894514.430,34.631,-0.655860,1.551124,-1.962610,358.587158,358.229889,356.394379,-0.193831,1.708600,-1.051486,358.587158,357.301971,356.394379,true,Ready,62298.475,3.656,2421.0,1.871,32,0.0118356012,0.01582551,0.0316438749,-0.9993038,0.01157898,0.02391681,0.03173868,-0.999143064,29608.824801311,,,29608.879664170,1787995956867.770,54.863,,6785,Update,false,true,,,,,,,,,,,,,,
1533,2026-08-29 17:31:34.570,1787995894570.090,33357.419,29073,9,10523,1787995956841.090,1787995894542.610,27.480,-0.650980,1.547181,-1.947176,358.955475,358.409973,356.191498,-0.189201,1.704656,-1.035975,358.955475,357.482086,356.191498,true,Ready,62298.475,3.656,2442.0,1.871,32,0.008648132,0.014169693,0.0333512053,-0.9993059,0.008377789,0.0222610235,0.03342014,-0.9991585,29608.852983971,,,29608.907508050,1787995956895.610,54.524,,6787,Update,false,true,,,,,,,,,,,,,,
1534,2026-08-29 17:31:34.587,1787995894586.930,33374.255,29074,9,10525,1787995956854.600,1787995894556.120,30.807,-0.648376,1.545318,-1.939516,359.068207,358.489777,356.064636,-0.186722,1.702794,-1.028274,359.068207,357.561859,356.064636,true,Ready,62298.475,3.656,2458.9,1.871,32,0.00767337,0.0134497806,0.0344387963,-0.9992869,0.00739425328,0.021541,0.0344998054,-0.9991454,29608.866494076,,,29608.921431080,1787995956909.530,54.937,,6788,Update,false,true,,,,,,,,,,,,,,
1535,2026-08-29 17:31:34.604,1787995894604.730,33392.062,29075,9,10527,1787995956868.880,1787995894570.410,34.328,-0.645606,1.544374,-1.931651,359.232025,358.560089,355.987610,-0.184080,1.701850,-1.020364,359.232025,357.632172,355.987610,true,Ready,62298.475,3.656,2476.7,1.871,32,0.006257181,0.0127918636,0.0350882523,-0.9992828,0.005972851,0.0208830535,0.0351377726,-0.9991466,29608.880778921,,,29608.935351690,1787995956923.450,54.573,,6789,Update,false,true,,,,,,,,,,,,,,
1536,2026-08-29 17:31:34.620,1787995894620.120,33407.448,29076,9,10531,1787995956896.960,1787995894598.480,21.637,-0.639947,1.544956,-1.914541,359.136169,358.773651,355.960052,-0.178698,1.702432,-1.003165,359.136169,357.845734,355.960052,true,Ready,62298.475,3.656,2492.1,1.871,32,0.007156006,0.0109604895,0.0353254862,-0.999290168,0.006869727,0.01905188,0.03538228,-0.999168754,29608.908856320,,,29608.963197625,1787995956951.300,54.341,,6791,Update,false,true,,,,,,,,,,,,,,
1537,2026-08-29 17:31:34.637,1787995894636.900,33424.228,29077,9,10533,1787995956910.260,1787995894611.790,25.113,-0.637117,1.544670,-1.906079,358.776764,358.937012,356.005035,-0.176006,1.702146,-0.994659,358.776764,358.009094,356.005035,true,Ready,62298.475,3.656,2508.8,1.871,32,0.0103443991,0.00964199,0.0349510834,-0.999289036,0.010061047,0.0177333951,0.0350337066,-0.99917835,29608.922162363,,,29608.977119287,1787995956965.220,54.957,,6792,Update,false,true,,,,,,,,,,,,,,
1538,2026-08-29 17:31:34.672,1787995894672.750,33460.076,29079,9,10537,1787995956938.560,1787995894640.080,32.667,-0.631644,1.544757,-1.889787,358.598480,359.289154,355.968811,-0.170798,1.702233,-0.978280,358.598480,358.361237,355.968811,true,Ready,62298.475,3.656,2544.7,1.871,32,0.0120042115,0.00662907958,0.0352440551,-0.9992846,0.0117184315,0.0147205293,0.035340108,-0.9991983,29608.950454918,,,29609.004964613,1787995956993.070,54.510,,6794,Update,false,true,,,,,,,,,,,,,,
1539,2026-08-29 17:31:34.689,1787995894689.420,33476.744,29080,9,10539,1787995956952.040,1787995894653.570,35.849,-0.629051,1.546883,-1.881196,358.648315,359.430908,355.910095,-0.168344,1.704358,-0.969648,358.648315,358.502991,355.910095,true,Ready,62298.475,3.656,2561.4,1.871,32,0.011610494,0.005383692,0.03573906,-0.9992792,0.0113207214,0.01347515,0.03583191,-0.999202967,29608.963940075,,,29609.018888628,1787995957006.990,54.949,,6795,Update,false,true,,,,,,,,,,,,,,
1540,2026-08-29 17:31:34.705,1787995894705.090,33492.416,29081,9,10543,1787995956981.190,1787995894682.720,22.374,-0.624345,1.553813,-1.863348,358.394867,359.748108,355.595459,-0.163928,1.711288,-0.951727,358.394867,358.820190,355.595459,true,Ready,62298.475,3.656,2577.0,1.871,32,0.0139121618,0.0027346313,0.0384542271,-0.9991598,0.0136003261,0.0108251572,0.03856563,-0.9991051,29608.993087630,,,29609.046731596,1787995957034.830,53.644,,6797,Update,false,true,,,,,,,,,,,,,,
1541,2026-08-29 17:31:34.720,1787995894720.200,33507.524,29082,9,10545,1787995956993.900,1787995894695.420,24.776,-0.622122,1.557423,-1.854838,358.210693,359.876221,355.446472,-0.161843,1.714899,-0.943182,358.210693,358.948334,355.446472,true,Ready,62298.475,3.656,2592.1,1.871,32,0.0155587085,0.00169935077,0.03973857,-0.9990876,0.0152364187,0.009789348,0.03986326,-0.9990412,29609.005792996,,,29609.060655265,1787995957048.760,54.862,,6798,Update,false,true,,,,,,,,,,,,,,
1542,2026-08-29 17:31:34.736,1787995894737.030,33524.360,29083,9,10547,1787995957011.440,1787995894712.960,24.070,-0.619847,1.560763,-1.846550,358.118744,359.978210,355.317047,-0.159703,1.718239,-0.934858,358.118744,359.050323,355.317047,true,Ready,62298.475,3.656,2609.0,1.871,32,0.0163948983,0.000860527158,0.0408527739,-0.999030352,0.01606356,0.008950144,0.0409842,-0.9989908,29609.023335654,,,29609.074576794,1787995957062.680,51.241,,6799,Update,false,true,,,,,,,,,,,,,,
1543,2026-08-29 17:31:34.771,1787995894771.460,33558.787,29085,9,10551,1787995957035.700,1787995894737.220,34.240,-0.616208,1.566095,-1.830142,358.123932,0.061722,355.323120,-0.156330,1.723571,-0.918393,358.123932,359.133820,355.323120,true,Ready,62298.475,3.656,2643.4,1.871,32,0.0163794812,0.00012987107,0.0407877974,-0.99903363,0.01604867,0.00821951,0.0409191,-0.998999953,29609.047593209,,,29609.102423902,1787995957090.530,54.831,,6801,Update,false,true,,,,,,,,,,,,,,
1544,2026-08-29 17:31:34.788,1787995894788.400,33575.722,29086,9,10555,1787995957063.950,1787995894765.470,22.922,-0.613383,1.569532,-1.813626,358.202454,0.081418,355.584747,-0.153772,1.727008,-0.901833,358.202454,359.153503,355.584747,true,Ready,62298.475,3.656,2660.3,1.871,32,0.0157016218,-0.000105656676,0.038504865,-0.9991351,0.0153893195,0.007984787,0.03863075,-0.9991033,29609.075845034,,,29609.130268569,1787995957118.370,54.424,,6803,Update,false,true,,,,,,,,,,,,,,
1545,2026-08-29 17:31:34.806,1787995894806.110,33593.435,29087,9,10557,1787995957077.380,1787995894778.910,27.203,-0.611788,1.570636,-1.805323,358.157135,0.058970,355.795532,-0.152312,1.728112,-0.893505,358.157135,359.131073,355.795532,true,Ready,62298.475,3.656,2678.0,1.871,32,0.0160893667,7.57128E-05,0.0366697535,-0.99919796,0.0157919079,0.008166611,0.03679884,-0.9991647,29609.089275921,,,29609.144189515,1787995957132.290,54.914,,6804,Update,false,true,,,,,,,,,,,,,,
1546,2026-08-29 17:31:34.838,1787995894837.970,33625.292,29089,9,10561,1787995957105.830,1787995894807.360,30.605,-0.608713,1.571269,-1.789286,357.987335,0.111690,356.329437,-0.149497,1.728745,-0.877421,357.987335,359.183777,356.329437,true,Ready,62298.475,3.656,2709.9,1.871,32,0.0175851248,-0.000411555171,0.0320040733,-0.999332964,0.0173253976,0.00768047571,0.032145422,-0.9993036,29609.117731653,,,29609.172033680,1787995957160.140,54.302,,6806,Update,false,true,,,,,,,,,,,,,,
1547,2026-08-29 17:31:34.854,1787995894854.280,33641.606,29090,9,10563,1787995957119.660,1787995894821.190,33.090,-0.607575,1.571806,-1.780955,357.914703,0.223167,356.488770,-0.148494,1.729282,-0.869073,357.914703,359.295258,356.488770,true,Ready,62298.475,3.656,2726.2,1.871,32,0.0182477422,-0.00138878077,0.0305958521,-0.9993643,0.0179994,0.00670355558,0.0307426136,-0.9993429,29609.131560821,,,29609.185954165,1787995957174.060,54.393,,6807,Update,false,true,,,,,,,,,,,,,,
1548,2026-08-29 17:31:34.871,1787995894871.970,33659.292,29091,9,10567,1787995957147.480,1787995894849.010,22.960,-0.605674,1.574173,-1.764191,357.624268,0.421270,356.722900,-0.146865,1.731649,-0.852280,357.624268,359.493347,356.722900,true,Ready,62298.475,3.656,2743.9,1.871,32,0.02082729,-0.003081195,0.0285117943,-0.999371767,0.0205957368,0.00501129031,0.0286795124,-0.999364,29609.159377699,,,29609.213824887,1787995957201.930,54.447,,6809,Update,false,true,,,,,,,,,,,,,,
1549,2026-08-29 17:31:34.887,1787995894887.350,33674.674,29092,9,10569,1787995957161.340,1787995894862.860,24.482,-0.604715,1.574910,-1.755846,357.364532,0.464307,356.768524,-0.146041,1.732386,-0.843920,357.364532,359.536407,356.768524,true,Ready,62298.475,3.656,2759.3,1.871,32,0.0231015719,-0.003400736,0.0280952659,-0.999332547,0.0228733178,0.004691392,0.028281413,-0.9993274,29609.173236867,,,29609.227718592,1787995957215.820,54.482,,6810,Update,false,true,,,,,,,,,,,,,,
1550,2026-08-29 17:31:34.927,1787995894927.120,33714.445,29094,9,10575,1787995957203.180,1787995894904.700,22.413,-0.602724,1.576075,-1.731341,357.132324,0.300778,357.028107,-0.144448,1.733551,-0.819386,357.132324,359.372864,357.028107,true,Ready,62298.475,3.656,2799.1,1.871,32,0.0250821933,-0.00197419524,0.0258578863,-0.999349,0.02487199,0.00611802936,0.0260601416,-0.999332368,29609.215076819,,,29609.269483979,1787995957257.590,54.407,,6813,Update,false,true,,,,,,,,,,,,,,
1551,2026-08-29 17:31:34.949,1787995894949.230,33736.559,29095,9,10577,1787995957217.280,1787995894918.810,30.426,-0.602340,1.576842,-1.722942,357.157379,0.218209,357.056030,-0.144199,1.734317,-0.810983,357.157379,359.290283,357.056030,true,Ready,62298.475,3.656,2821.2,1.871,32,0.0248447377,-0.00126584619,0.0256331135,-0.9993619,0.0246363655,0.00682649,0.0258334558,-0.999339461,29609.229178956,,,29609.283405901,1787995957271.510,54.227,,6814,Update,false,true,,,,,,,,,,,,,,
1552,2026-08-29 17:31:34.965,1787995894965.040,33752.363,29096,9,10579,1787995957230.570,1787995894932.100,32.938,-0.601956,1.577245,-1.714591,357.130707,0.092078,357.095917,-0.143950,1.734721,-0.802626,357.130707,359.164185,357.095917,true,Ready,62298.475,3.656,2837.0,1.871,32,0.0250490867,-0.000168584287,0.0253120624,-0.999365747,0.0248433053,0.007923722,0.0255140718,-0.999334455,29609.242469843,,,29609.297329086,1787995957285.430,54.859,,6815,Update,false,true,,,,,,,,,,,,,,
1553,2026-08-29 17:31:34.984,1787995894984.330,33771.653,29097,9,10581,1787995957245.010,1787995894946.530,37.793,-0.601788,1.577386,-1.706466,357.169342,359.967896,357.121124,-0.143915,1.734861,-0.794499,357.169342,359.039978,357.121124,true,Ready,62298.475,3.656,2856.3,1.871,32,0.0246849041,0.000900402665,0.0251194835,-0.9993793,0.024480693,0.008992791,0.0253185481,-0.999339342,29609.256906198,,,29609.311253129,1787995957299.350,54.347,,6816,Update,false,true,,,,,,,,,,,,,,
1554,2026-08-29 17:31:34.998,1787995894999.070,33786.398,29098,9,10585,1787995957272.380,1787995894973.910,25.163,-0.601808,1.577618,-1.690430,357.573792,359.625854,357.121826,-0.144194,1.735094,-0.778466,357.573792,358.697937,357.121826,true,Ready,62298.475,3.656,2871.0,1.871,32,0.0210821889,0.00379493088,0.0251776371,-0.9994535,0.0208776258,0.0118878186,0.0253475271,-0.9993901,29609.284279482,,,29609.339096328,1787995957327.200,54.817,,6818,Update,false,true,,,,,,,,,,,,,,
1555,2026-08-29 17:31:35.030,1787995895029.890,33817.217,29100,9,10587,1787995957294.030,1787995894995.560,34.330,-0.602117,1.577403,-1.682498,357.838745,359.440613,357.062561,-0.144631,1.734879,-0.770540,357.838745,358.512695,357.062561,true,Ready,62298.475,3.656,2901.8,1.871,32,0.01872777,0.005362533,0.0257183369,-0.9994794,0.0185189061,0.0134556,0.0258691441,-0.999403358,29609.305931568,,,29609.353019197,1787995957341.120,47.088,,6819,Update,false,true,,,,,,,,,,,,,,
1556,2026-08-29 17:31:35.047,1787995895047.480,33834.804,29101,9,10591,1787995957314.730,1787995895016.260,31.220,-0.602543,1.577098,-1.666340,358.062683,359.226868,356.964783,-0.145319,1.734574,-0.754391,358.062683,358.298950,356.964783,true,Ready,62298.475,3.656,2919.4,1.871,32,0.0167204086,0.00719130039,0.0265937746,-0.999480665,0.0165045224,0.01528433,0.0267282985,-0.999389768,29609.326629486,,,29609.380864081,1787995957368.970,54.235,,6821,Update,false,true,,,,,,,,,,,,,,
1557,2026-08-29 17:31:35.065,1787995895065.000,33852.323,29102,9,10593,1787995957328.830,1787995895030.360,34.635,-0.602790,1.576721,-1.658196,358.042725,359.181427,356.934052,-0.145697,1.734196,-0.746252,358.042725,358.253540,356.934052,true,Ready,62298.475,3.656,2936.9,1.871,32,0.01688196,0.007596515,0.0268696416,-0.999467552,0.0166638326,0.0156894028,0.0270054676,-0.999373436,29609.340732457,,,29609.394786186,1787995957382.890,54.054,,6822,Update,false,true,,,,,,,,,,,,,,
1558,2026-08-29 17:31:35.085,1787995895085.750,33873.072,29103,9,10597,1787995957356.170,1787995895057.690,28.054,-0.603545,1.575514,-1.641884,357.776306,359.134308,357.031006,-0.146717,1.732990,-0.729954,357.776306,358.206421,357.031006,true,Ready,62298.475,3.656,2957.7,1.871,32,0.01920142,0.008053131,0.0260473322,-0.9994439,0.0189898759,0.0161457956,0.0262019634,-0.999346,29609.368063084,,,29609.422629339,1787995957410.730,54.566,,6824,Update,false,true,,,,,,,,,,,,,,
1559,2026-08-29 17:31:35.104,1787995895104.520,33891.844,29104,9,10599,1787995957370.370,1787995895071.890,32.626,-0.604108,1.574818,-1.633747,357.591797,359.139282,357.100739,-0.147411,1.732294,-0.721827,357.591797,358.211395,357.100739,true,Ready,62298.475,3.656,2976.5,1.871,32,0.0208166912,0.008038521,0.02544963,-0.9994271,0.0206099357,0.0161309838,0.0256173611,-0.9993293,29609.382262930,,,29609.436554113,1787995957424.660,54.291,,6825,Update,false,true,,,,,,,,,,,,,,
1560,2026-08-29 17:31:35.123,1787995895122.810,33910.134,29105,9,10601,1787995957384.520,1787995895086.050,36.761,-0.604854,1.573964,-1.625564,357.382660,359.160980,357.138336,-0.148290,1.731440,-0.713658,357.382660,358.233063,357.138336,true,Ready,62298.475,3.656,2994.7,1.871,32,0.02264822,0.007887803,0.0251300186,-0.9993965,0.0224439912,0.0159801543,0.0253125913,-0.999299943,29609.396418452,,,29609.450476326,1787995957438.580,54.058,,6826,Update,false,true,,,,,,,,,,,,,,
1561,2026-08-29 17:31:35.138,1787995895138.890,33926.215,29106,9,10605,1787995957411.740,1787995895113.270,25.623,-0.606613,1.572423,-1.609304,356.971893,359.199188,357.127563,-0.150312,1.729899,-0.697428,356.971893,358.271271,357.127563,true,Ready,62298.475,3.656,3010.8,1.871,32,0.026238082,0.00764596462,0.0252394155,-0.9993078,0.02603285,0.0157375336,0.0254510529,-0.9992133,29609.423636944,,,29609.478320755,1787995957466.420,54.684,,6828,Update,false,true,,,,,,,,,,,,,,
