序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
1562,2026-08-29 17:31:35.172,1787995895171.820,33959.150,29108,9,10609,1787995957440.220,1787995895141.740,30.082,-0.608811,1.570763,-1.592852,356.497650,359.255646,357.081757,-0.152776,1.728239,-0.681014,356.497650,358.327759,357.081757,true,Ready,62298.475,3.656,3043.8,1.871,32,0.0303832088,0.00726860762,0.02564983,-0.999182761,0.030174518,0.0153591931,0.02589502,-0.999091268,29609.452113301,,,29609.506166279,1787995957494.270,54.053,,6830,Update,false,true,,,,,,,,,,,,,,
1563,2026-08-29 17:31:35.192,1787995895191.900,33979.223,29109,9,10611,1787995957453.520,1787995895155.050,36.848,-0.610141,1.569833,-1.584541,356.284851,359.325623,357.056244,-0.154241,1.727308,-0.672725,356.284851,358.397705,357.056244,true,Ready,62298.475,3.656,3063.8,1.871,32,0.0322528221,0.006712698,0.0258629564,-0.99912256,0.0320423432,0.0148028135,0.02612328,-0.9990356,29609.465420542,,,29609.520089219,1787995957508.190,54.669,,6831,Update,false,true,,,,,,,,,,,,,,
1564,2026-08-29 17:31:35.210,1787995895209.930,33997.260,29110,9,10615,1787995957481.700,1787995895183.220,26.709,-0.613085,1.568062,-1.567896,355.842865,359.563934,357.022430,-0.157454,1.725538,-0.656131,355.842865,358.636047,357.022430,true,Ready,62298.475,3.656,3081.9,1.871,32,0.0361586772,0.004743822,0.026101971,-0.9989939,0.03594614,0.01283294,0.0263939127,-0.9989228,29609.493596170,,,29609.547935772,1787995957536.040,54.340,,6833,Update,false,true,,,,,,,,,,,,,,
1565,2026-08-29 17:31:35.227,1787995895227.370,34014.697,29111,9,10617,1787995957495.130,1787995895196.660,30.712,-0.614637,1.567227,-1.559548,355.620789,359.730286,357.045319,-0.159141,1.724703,-0.647809,355.620789,358.802399,357.045319,true,Ready,62298.475,3.656,3099.3,1.871,32,0.038133163,0.003336139,0.0258525535,-0.99893266,0.03792258,0.0114248395,0.0261604916,-0.998873,29609.507029921,,,29609.561854361,1787995957549.960,54.824,,6834,Update,false,true,,,,,,,,,,,,,,
1566,2026-08-29 17:31:35.261,1787995895261.860,34049.190,29113,9,10621,1787995957523.720,1787995895225.250,36.617,-0.618304,1.566243,-1.542812,355.308868,0.189280,357.106873,-0.163079,1.723719,-0.631134,355.308868,359.261353,357.106873,true,Ready,62298.475,3.656,3133.8,1.871,32,0.04095498,-0.000616692,0.0251559131,-0.9988441,0.04074995,0.007471472,0.02548672,-0.998816431,29609.535616799,,,29609.589700055,1787995957577.800,54.083,,6836,Update,false,true,,,,,,,,,,,,,,
1567,2026-08-29 17:31:35.278,1787995895278.360,34065.682,29114,9,10625,1787995957550.910,1787995895252.430,25.923,-0.622644,1.565826,-1.525888,355.035828,0.826674,357.238495,-0.167692,1.723302,-0.614283,355.035828,359.898743,357.238495,true,Ready,62298.475,3.656,3150.3,1.871,32,0.0434670076,-0.006161645,0.0237609111,-0.99875325,0.0432731844,0.00192597508,0.02411211,-0.998770535,29609.562804562,,,29609.617545902,1787995957605.650,54.741,,6838,Update,false,true,,,,,,,,,,,,,,
1568,2026-08-29 17:31:35.297,1787995895297.370,34084.698,29115,9,10627,1787995957566.920,1787995895268.450,28.926,-0.625033,1.565211,-1.517437,354.890869,1.195628,357.353790,-0.170218,1.722687,-0.605872,354.890869,0.267721,357.353790,true,Ready,62298.475,3.656,3169.3,1.871,32,0.0447970852,-0.009391382,0.0226013064,-0.998696268,0.04461261,-0.00130420923,0.0229633078,-0.9987397,29609.578817220,,,29609.631469381,1787995957619.570,52.652,,6839,Update,false,true,,,,,,,,,,,,,,
1569,2026-08-29 17:31:35.314,1787995895314.110,34101.436,29116,9,10629,1787995957579.070,1787995895280.590,33.517,-0.627543,1.564330,-1.509041,354.784515,1.552279,357.489227,-0.172863,1.721805,-0.597517,354.784515,0.624364,357.489227,true,Ready,62298.475,3.656,3186.0,1.871,32,0.0457792729,-0.0125317872,0.0212679729,-0.998646557,0.04560556,-0.00444483757,0.0216379724,-0.9987154,29609.590964096,,,29609.645395568,1787995957633.500,54.431,,6840,Update,false,true,,,,,,,,,,,,,,
1570,2026-08-29 17:31:35.356,1787995895356.300,34143.630,29118,9,10633,1787995957622.530,1787995895324.050,32.249,-0.632534,1.563583,-1.492998,355.099640,2.189527,357.818878,-0.178113,1.721059,-0.581557,355.099640,1.261618,357.818878,true,Ready,62298.475,3.656,3228.2,1.871,32,0.043098323,-0.0182716325,0.0181951262,-0.99873805,0.0429495834,-0.0101838112,0.01854352,-0.9988534,29609.634427694,,,29609.673234631,1787995957661.340,38.807,,6842,Update,false,true,,,,,,,,,,,,,,
1571,2026-08-29 17:31:35.373,1787995895372.810,34160.140,29119,9,10635,1787995957635.970,1787995895337.490,35.320,-0.635040,1.564921,-1.484134,355.092377,2.589381,357.723053,-0.180762,1.722397,-0.572735,355.092377,1.661476,357.723053,true,Ready,62298.475,3.656,3244.8,1.871,32,0.0432432145,-0.0217190757,0.01887828,-0.9986501,0.04308894,-0.01363188,0.0192278232,-0.998793364,29609.647864779,,,29609.687157694,1787995957675.260,39.293,,6843,Update,false,true,,,,,,,,,,,,,,
1572,2026-08-29 17:31:35.392,1787995895392.380,34179.709,29120,9,10639,1787995957664.870,1787995895366.390,25.990,-0.639293,1.569239,-1.467398,354.744507,3.265115,357.752960,-0.185286,1.726714,-0.556070,354.744507,2.337205,357.752960,true,Ready,62298.475,3.656,3264.3,1.871,32,0.0463773981,-0.02755563,0.0182733,-0.998376667,0.0462279133,-0.0194704235,0.01864824,-0.9985672,29609.676770980,,,29609.715001344,1787995957703.100,38.230,,6845,Update,false,true,,,,,,,,,,,,,,
1573,2026-08-29 17:31:35.418,1787995895419.360,34206.683,29121,9,10641,1787995957679.040,1787995895380.560,38.793,-0.641037,1.572672,-1.458793,354.576843,3.572494,357.701294,-0.187169,1.730148,-0.547494,354.576843,2.644582,357.701294,true,Ready,62298.475,3.656,3291.3,1.871,32,0.04790048,-0.0301811919,0.0185522027,-0.998223662,0.0477486923,-0.02209711,0.01893947,-0.998435438,29609.690933898,,,29609.728924636,1787995957717.030,37.991,,6846,Update,false,true,,,,,,,,,,,,,,
1574,2026-08-29 17:31:35.437,1787995895437.690,34225.022,29122,9,10645,1787995957707.210,1787995895408.730,28.960,-0.643867,1.578395,-1.442567,354.029968,4.190228,357.550781,-0.190261,1.735870,-0.531316,354.029968,3.262319,357.550781,true,Ready,62298.475,3.656,3309.6,1.871,32,0.05280836,-0.0353883468,0.0194252953,-0.99778837,0.0526493378,-0.02730766,0.0198522732,-0.998042345,29609.719106973,,,29609.756770876,1787995957744.870,37.664,,6848,Update,false,true,,,,,,,,,,,,,,
1575,2026-08-29 17:31:35.456,1787995895456.570,34243.900,29123,9,10647,1787995957721.250,1787995895422.780,33.795,-0.645052,1.580014,-1.434880,353.908722,4.535754,357.341370,-0.191571,1.737490,-0.523650,353.908722,3.607847,357.341370,true,Ready,62298.475,3.656,3328.5,1.871,32,0.05399215,-0.03827344,0.0210460164,-0.997585654,0.05381996,-0.0301943123,0.0214825273,-0.997863,29609.733149527,,,29609.770691844,1787995957758.790,37.542,,6849,Update,false,true,,,,,,,,,,,,,,
1576,2026-08-29 17:31:35.472,1787995895472.160,34259.485,29124,9,10649,1787995957734.750,1787995895436.280,35.880,-0.645910,1.581095,-1.427249,353.894806,4.816130,357.047821,-0.192552,1.738571,-0.516033,353.894806,3.888220,357.047821,true,Ready,62298.475,3.656,3344.1,1.871,32,0.05426886,-0.0405721851,0.0234638024,-0.997425854,0.0540770926,-0.032494247,0.02390248,-0.9977218,29609.746650518,,,29609.784614310,1787995957772.720,37.964,,6850,Update,false,true,,,,,,,,,,,,,,
1577,2026-08-29 17:31:35.488,1787995895488.330,34275.654,29125,9,10653,1787995957763.380,1787995895464.910,23.422,-0.647686,1.581452,-1.412486,354.023743,5.515729,356.256165,-0.194567,1.738927,-0.501302,354.023743,4.587817,356.256165,true,Ready,62298.475,3.656,3360.3,1.871,32,0.05361053,-0.0463233255,0.0300762653,-0.997033358,0.053365238,-0.03824836,0.03050939,-0.9973759,29609.775278021,,,29609.812459220,1787995957800.560,37.181,,6852,Update,false,true,,,,,,,,,,,,,,
1578,2026-08-29 17:31:35.507,1787995895507.130,34294.460,29126,9,10655,1787995957777.490,1787995895479.010,28.119,-0.648254,1.580953,-1.405197,354.104675,5.858311,355.877014,-0.195253,1.738428,-0.494022,354.104675,4.930402,355.877014,true,Ready,62298.475,3.656,3379.1,1.871,32,0.05315908,-0.0491530932,0.03325152,-0.9968212,0.05288809,-0.04107979,0.033680886,-0.997186661,29609.789387345,,,29609.826381397,1787995957814.480,36.994,,6853,Update,false,true,,,,,,,,,,,,,,
1579,2026-08-29 17:31:35.542,1787995895542.580,34329.909,29128,9,10659,1787995957805.210,1787995895506.740,35.846,-0.648550,1.581541,-1.390595,354.338806,6.552375,355.372772,-0.195786,1.739017,-0.479427,354.338806,5.624460,355.372772,true,Ready,62298.475,3.656,3414.5,1.871,32,0.0515665226,-0.0550425462,0.03743428,-0.9964487,0.05126172,-0.0469720066,0.0378506146,-0.996861935,29609.817108025,,,29609.854224100,1787995957842.330,37.116,,6855,Update,false,true,,,,,,,,,,,,,,
1580,2026-08-29 17:31:35.558,1787995895558.240,34345.564,29129,9,10661,1787995957819.270,1787995895520.790,37.442,-0.648549,1.582772,-1.383101,354.234161,6.875774,355.218506,-0.195906,1.740248,-0.471934,354.234161,5.947865,355.218506,true,Ready,62298.475,3.656,3430.2,1.871,32,0.0526593961,-0.05774416,0.03857319,-0.9961951,0.052345328,-0.0496756434,0.0389983356,-0.9966301,29609.831166828,,,29609.868181171,1787995957856.280,37.014,,6856,Update,false,true,,,,,,,,,,,,,,
1581,2026-08-29 17:31:35.574,1787995895574.580,34361.908,29130,9,10663,1787995957832.240,1787995895533.770,40.813,-0.648197,1.584145,-1.375677,353.990112,7.064529,355.272064,-0.195674,1.741620,-0.464505,353.990112,6.136617,355.272064,true,Ready,62298.475,3.656,3446.5,1.871,32,0.0548156649,-0.0593153723,0.037885312,-0.9960129,0.0545071,-0.0512482524,0.03832794,-0.9964607,29609.844141205,,,29609.882068762,1787995957870.170,37.928,,6857,Update,false,true,,,,,,,,,,,,,,
1582,2026-08-29 17:31:35.596,1787995895596.590,34383.921,29131,9,10667,1787995957858.720,1787995895560.250,36.345,-0.647671,1.585489,-1.361290,353.616455,7.655943,354.972687,-0.195381,1.742965,-0.450112,353.616455,6.728029,354.972687,true,Ready,62298.475,3.656,3468.5,1.871,32,0.05842378,-0.06415686,0.03997829,-0.9954257,0.0580981523,-0.05609432,0.0404500663,-0.9959127,29609.870620895,,,29609.909915421,1787995957898.020,39.295,,6859,Update,false,true,,,,,,,,,,,,,,
1583,2026-08-29 17:31:35.613,1787995895613.830,34401.156,29132,9,10671,1787995957887.070,1787995895588.590,25.237,-0.646148,1.586111,-1.347420,353.891510,8.185205,354.829712,-0.194083,1.743587,-0.436219,353.891510,7.257292,354.829712,true,Ready,62298.475,3.656,3485.8,1.871,32,0.0563057736,-0.0687976852,0.0411264,-0.995191,0.05597092,-0.0607368946,0.0415809937,-0.995715559,29609.898964335,,,29609.937757640,1787995957925.860,38.793,,6861,Update,false,true,,,,,,,,,,,,,,
1584,2026-08-29 17:31:35.630,1787995895630.110,34417.434,29133,9,10673,1787995957901.600,1787995895603.120,26.984,-0.645263,1.586576,-1.340686,354.114471,8.381015,354.910950,-0.193307,1.744051,-0.429471,354.114471,7.453107,354.910950,true,Ready,62298.475,3.656,3502.0,1.871,32,0.05439051,-0.0706315339,0.0404709429,-0.995196,0.0540610179,-0.06257069,0.0409100428,-0.9957354,29609.913498920,,,29609.951681449,1787995957939.780,38.183,,6862,Update,false,true,,,,,,,,,,,,,,
1585,2026-08-29 17:31:35.647,1787995895646.650,34433.981,29134,9,10675,1787995957915.350,1787995895616.870,29.781,-0.644392,1.587133,-1.334121,354.361786,8.528810,355.036072,-0.192543,1.744609,-0.422893,354.361786,7.600900,355.036072,true,Ready,62298.475,3.656,3518.6,1.871,32,0.0522169657,-0.07207558,0.0394791029,-0.995248735,0.0518955775,-0.064014256,0.0399006344,-0.9957999,29609.927245484,,,29609.965619992,1787995957953.720,38.375,,6863,Update,false,true,,,,,,,,,,,,,,
1586,2026-08-29 17:31:35.663,1787995895663.350,34450.677,29135,9,10677,1787995957930.120,1787995895631.650,31.704,-0.643599,1.587665,-1.327627,354.570221,8.696363,355.099396,-0.191855,1.745141,-0.416387,354.570221,7.768447,355.099396,true,Ready,62298.475,3.656,3535.3,1.871,32,0.0504241847,-0.07364372,0.0389941558,-0.995245457,0.05010679,-0.0655823052,0.03940119,-0.9958093,29609.942017985,,,29609.979523131,1787995957967.630,37.505,,6864,Update,false,true,,,,,,,,,,,,,,
1587,2026-08-29 17:31:35.677,1787995895678.130,34465.459,29136,9,10679,1787995957944.450,1787995895645.980,32.156,-0.642813,1.588228,-1.321217,354.728638,8.844529,355.106140,-0.191173,1.745704,-0.409965,354.728638,7.916618,355.106140,true,Ready,62298.475,3.656,3550.1,1.871,32,0.0490949228,-0.0749972239,0.03897938,-0.9952114,0.04877769,-0.0669360757,0.03937565,-0.9957862,29609.956347830,,,29609.993447140,1787995957981.550,37.099,,6865,Update,false,true,,,,,,,,,,,,,,
1588,2026-08-29 17:31:35.694,1787995895694.330,34481.653,29137,9,10683,1787995957971.530,1787995895673.060,21.271,-0.640942,1.588820,-1.308532,354.757874,9.061391,355.109406,-0.189508,1.746296,-0.397251,354.757874,8.133479,355.109406,true,Ready,62298.475,3.656,3566.3,1.871,32,0.04891264,-0.07689368,0.0388785377,-0.995079637,0.04859623,-0.06883353,0.0392733365,-0.9956697,29609.983428510,,,29610.021293768,1787995958009.400,37.865,,6867,Update,false,true,,,,,,,,,,,,,,
1589,2026-08-29 17:31:35.711,1787995895711.800,34499.130,29138,9,10685,1787995957986.190,1787995895687.720,24.083,-0.639827,1.588776,-1.302456,354.686676,9.112352,355.206757,-0.188491,1.746251,-0.391159,354.686676,8.184444,355.206757,true,Ready,62298.475,3.656,3583.7,1.871,32,0.0494823232,-0.07734958,0.03796118,-0.995051563,0.04917332,-0.0692896843,0.0383606255,-0.9956454,29609.998091168,,,29610.035213548,1787995958023.320,37.122,,6868,Update,false,true,,,,,,,,,,,,,,
1590,2026-08-29 17:31:35.727,1787995895727.650,34514.982,29139,9,10687,1787995958000.120,1787995895701.650,26.008,-0.638553,1.588652,-1.296484,354.624481,9.119393,355.362671,-0.187314,1.746128,-0.385166,354.624481,8.191481,355.362671,true,Ready,62298.475,3.656,3599.6,1.871,32,0.049919,-0.077454105,0.03656016,-0.995074034,0.04962133,-0.06939399,0.03696318,-0.9956687,29610.012018774,,,29610.049137712,1787995958037.240,37.119,,6869,Update,false,true,,,,,,,,,,,,,,
1591,2026-08-29 17:31:35.745,1787995895745.420,34532.748,29140,9,10689,1787995958013.460,1787995895714.980,30.440,-0.637170,1.588355,-1.290632,354.575745,9.108170,355.562927,-0.186026,1.745830,-0.379293,354.575745,8.180266,355.562897,true,Ready,62298.475,3.656,3617.4,1.871,32,0.0502032861,-0.07742578,0.03479156,-0.995125353,0.0499199256,-0.06936532,0.0351969451,-0.9957198,29610.025353723,,,29610.063060035,1787995958051.160,37.706,,6870,Update,false,true,,,,,,,,,,,,,,
1592,2026-08-29 17:31:35.763,1787995895763.060,34550.383,29141,9,10691,1787995958028.810,1787995895730.340,32.720,-0.635670,1.587981,-1.284887,354.583282,9.111683,355.734924,-0.184619,1.745457,-0.373524,354.583282,8.183767,355.734924,true,Ready,62298.475,3.656,3635.0,1.871,32,0.0500225425,-0.07753425,0.0333015621,-0.995177031,0.0497512519,-0.06947327,0.03370553,-0.995772362,29610.040708985,,,29610.076981233,1787995958065.080,36.272,,6871,Update,false,true,,,,,,,,,,,,,,
1593,2026-08-29 17:31:35.779,1787995895778.790,34566.114,29142,9,10693,1787995958042.050,1787995895743.570,35.214,-0.634053,1.587426,-1.279144,354.612122,9.109670,355.871124,-0.183095,1.744902,-0.367756,354.612122,8.181755,355.871124,true,Ready,62298.475,3.656,3650.7,1.871,32,0.0496794023,-0.07758612,0.032140065,-0.99522835,0.04941753,-0.0695247352,0.03254129,-0.9958241,29610.053945444,,,29610.090906612,1787995958079.010,36.961,,6872,Update,false,true,,,,,,,,,,,,,,
1594,2026-08-29 17:31:35.796,1787995895796.630,34583.953,29143,9,10697,1787995958069.520,1787995895771.050,25.575,-0.630394,1.586097,-1.267836,354.729431,9.006416,356.106079,-0.179619,1.743573,-0.356390,354.729431,8.078501,356.106079,true,Ready,62298.475,3.656,3668.6,1.871,32,0.04847448,-0.07682936,0.0302257016,-0.995406449,0.0482281446,-0.0687665343,0.0306172352,-0.995996058,29610.081422010,,,29610.118751193,1787995958106.850,37.329,,6874,Update,false,true,,,,,,,,,,,,,,
1595,2026-08-29 17:31:35.813,1787995895813.000,34600.328,29144,9,10699,1787995958083.210,1787995895784.730,28.268,-0.628370,1.585382,-1.262316,354.782410,8.868482,356.278015,-0.177686,1.742857,-0.350839,354.782410,7.940573,356.278015,true,Ready,62298.475,3.656,3684.9,1.871,32,0.0478642769,-0.0757202953,0.0288267285,-0.9955624,0.04762929,-0.06765631,0.0292133652,-0.996143,29610.095106126,,,29610.132672310,1787995958120.770,37.566,,6875,Update,false,true,,,,,,,,,,,,,,
1596,2026-08-29 17:31:35.832,1787995895832.090,34619.416,29145,9,10701,1787995958097.050,1787995895798.570,33.514,-0.626160,1.584730,-1.256884,354.826385,8.689111,356.465668,-0.175564,1.742206,-0.345371,354.826385,7.761199,356.465668,true,Ready,62298.475,3.656,3704.0,1.871,32,0.0473155156,-0.07425316,0.0273006223,-0.995742142,0.0470929034,-0.06618774,0.0276828632,-0.996310949,29610.108947533,,,29610.146593274,1787995958134.700,37.646,,6876,Update,false,true,,,,,,,,,,,,,,
1597,2026-08-29 17:31:35.855,1787995895855.740,34643.064,29146,9,10703,1787995958110.580,1787995895812.100,43.635,-0.623667,1.584113,-1.251380,354.873688,8.479499,356.664246,-0.173161,1.741589,-0.339827,354.873688,7.551589,356.664246,true,Ready,62298.475,3.656,3727.7,1.871,32,0.04672903,-0.07252676,0.0256922115,-0.995939851,0.04651946,-0.0644598,0.0260697566,-0.996494532,29610.122473160,,,29610.160518452,1787995958148.620,38.045,,6877,Update,false,true,,,,,,,,,,,,,,
1598,2026-08-29 17:31:35.871,1787995895870.860,34658.186,29147,9,10705,1787995958127.050,1787995895828.580,42.279,-0.620959,1.583475,-1.245945,354.919922,8.252701,356.861633,-0.170541,1.740951,-0.334349,354.919922,7.324794,356.861633,true,Ready,62298.475,3.656,3742.8,1.871,32,0.0461545736,-0.07064806,0.0240985453,-0.996141553,0.04595793,-0.06257957,0.0244714916,-0.996681154,29610.138953005,,,29610.174438297,1787995958162.540,35.485,,6878,Update,false,true,,,,,,,,,,,,,,
1599,2026-08-29 17:31:35.887,1787995895886.640,34673.963,29148,9,10709,1787995958150.680,1787995895852.210,34.427,-0.615203,1.582144,-1.235254,355.029083,7.719684,357.276184,-0.164959,1.739620,-0.323566,355.029083,6.791774,357.276184,true,Ready,62298.475,3.656,3758.6,1.871,32,0.04485361,-0.0662053153,0.0207730178,-0.9965809,0.0446839333,-0.0581333935,0.0211355351,-0.9970845,29610.162581705,,,29610.202284244,1787995958190.390,39.703,,6880,Update,false,true,,,,,,,,,,,,,,
1600,2026-08-29 17:31:35.903,1787995895902.830,34690.158,29149,9,10711,1787995958165.770,1787995895867.300,35.533,-0.612006,1.581542,-1.229978,355.100739,7.396292,357.482025,-0.161848,1.739018,-0.318239,355.100739,6.468389,357.482025,true,Ready,62298.475,3.656,3774.8,1.871,32,0.0440576077,-0.06348837,0.0191497635,-0.9968257,0.0439011,-0.0554146171,0.0195058919,-0.9973072,29610.177673113,,,29610.216205045,1787995958204.300,38.532,,6881,Update,false,true,,,,,,,,,,,,,,
1601,2026-08-29 17:31:35.921,1787995895921.510,34708.834,29150,9,10715,1787995958193.550,1787995895895.080,26.429,-0.605062,1.580542,-1.219126,355.175201,6.759868,357.761322,-0.155080,1.738018,-0.307276,355.175201,5.831960,357.761322,true,Ready,62298.475,3.656,3793.4,1.871,32,0.04316144,-0.0580724478,0.0170024037,-0.997234,0.0430223532,-0.04999551,0.0173513461,-0.9976717,29610.205451084,,,29610.244051142,1787995958232.150,38.600,,6883,Update,false,true,,,,,,,,,,,,,,
1602,2026-08-29 17:31:35.953,1787995895953.000,34740.323,29152,9,10719,1787995958222.870,1787995895924.390,28.604,-0.597234,1.579560,-1.208149,355.038239,6.145142,357.842194,-0.147430,1.737036,-0.296174,355.038239,5.217230,357.842194,true,Ready,62298.475,3.656,3824.9,1.871,32,0.0442243032,-0.0527271852,0.0164647549,-0.997493446,0.0440895334,-0.04464829,0.0168223232,-0.9978878,29610.234763639,,,29610.271896454,1787995958260.000,37.133,,6885,Update,false,true,,,,,,,,,,,,,,
1603,2026-08-29 17:31:35.968,1787995895968.930,34756.258,29153,9,10721,1787995958236.100,1787995895937.620,31.310,-0.592904,1.578969,-1.202773,354.891357,5.844918,357.852203,-0.143189,1.736445,-0.290729,354.891357,4.917011,357.852203,true,Ready,62298.475,3.656,3840.9,1.871,32,0.04545546,-0.0500906259,0.01642729,-0.9975745,0.0453209579,-0.0420112,0.0167948268,-0.9979476,29610.247992287,,,29610.285819562,1787995958273.920,37.827,,6886,Update,false,true,,,,,,,,,,,,,,
1604,2026-08-29 17:31:35.986,1787995895985.880,34773.204,29154,9,10723,1787995958250.900,1787995895952.430,33.451,-0.588326,1.578363,-1.197477,354.721954,5.581153,357.893005,-0.138697,1.735839,-0.285359,354.721954,4.653247,357.893005,true,Ready,62298.475,3.656,3857.8,1.871,32,0.0468752459,-0.0477800928,0.0161033869,-0.9976275,0.04674332,-0.03970033,0.0164824314,-0.997981846,29610.262798069,,,29610.299741639,1787995958287.840,36.944,,6887,Update,false,true,,,,,,,,,,,,,,
1605,2026-08-29 17:31:36.004,1787995896004.660,34791.986,29155,9,10725,1787995958265.010,1787995895966.540,38.124,-0.583475,1.577885,-1.192033,354.526489,5.328937,357.951080,-0.133935,1.735361,-0.279837,354.526489,4.401031,357.951080,true,Ready,62298.475,3.656,3876.6,1.871,32,0.0485182665,-0.0455737859,0.01562019,-0.9976598,0.0483901948,-0.037493825,0.0160125531,-0.99799633,29610.276908071,,,29610.313663629,1787995958301.770,36.756,,6888,Update,false,true,,,,,,,,,,,,,,
1606,2026-08-29 17:31:36.020,1787995896020.440,34807.765,29156,9,10727,1787995958278.890,1787995895980.420,40.018,-0.578330,1.577424,-1.186550,354.269226,5.097232,358.028503,-0.128879,1.734900,-0.274272,354.269226,4.169326,358.028503,true,Ready,62298.475,3.656,3892.4,1.871,32,0.0506967,-0.04354575,0.0149426162,-0.9976524,0.0505740456,-0.0354659259,0.015352644,-0.997972369,29610.290791249,,,29610.327587236,1787995958315.690,36.796,,6889,Update,false,true,,,,,,,,,,,,,,
